id,group_id,class_id,sub_class_id,description,keywords
92,192,1920,19209,Other treatment of petroleum products (excluding mineral oil refining/petrochemicals manufacture),"b'Cutting oil (manufacture), Strap paste for transmission belts (manufacture), Petroleum societies without refineries (manufacture), Petroleum jelly formulation outside refineries (manufacture), Petroleum grease formulation outside refineries (manufacture), Penetrating oil (manufacture), Oil based lubricating oils (manufacture), Mineral oil blending (manufacture), Lubricating oil formulation outside refineries (manufacture), Lubricating grease formulation outside refineries (manufacture), Insulating oil formulation outside refineries (manufacture), Hydraulic oil formulation outside refineries (manufacture), Grease formulation outside refineries (manufacture), Transformer oil formulation outside refineries (manufacture)'"
93,201,2011,20110,Manufacture of industrial gases,"b'Acetylene (manufacture), Liquefied or compressed medical gases (manufacture), Liquid or compressed air (manufacture), Mixed industrial gases (manufacture), Neon (manufacture), Nitrogen (manufacture), Nitrous oxide (manufacture), Oxygen (manufacture), Rare gases (manufacture), Liquefied or compressed industrial or medical refrigerant gases (manufacture), Liquefied or compressed industrial gases (manufacture), Argon (manufacture), Carbon dioxide (manufacture), Compressed industrial gases (manufacture), Elemental gases (manufacture), Hydrogen (manufacture), Industrial gases (manufacture), Inert gases such as carbon dioxide (manufacture), Isolating gases (manufacture), Refrigerant gases (manufacture)'"
94,201,2012,20120,Manufacture of dyes and pigments,"b'Acid dye (manufacture), Luminophores (manufacture), Manganese oxide (manufacture), Mineral colours (manufacture), Mordant dye (manufacture), Ochres (pigments) (manufacture), Optical bleaching agent (manufacture), Solvent dye (manufacture), Sulphur dye (manufacture), Synthetic dyestuffs (manufacture), Synthetic iron oxide (manufacture), Synthetic organic pigment (manufacture), Tanning agents (synthetic) (manufacture), Titanium dioxide (manufacture), Toner (pigment) (manufacture), Vat dye (manufacture), Vegetable tanning and dyeing extracts (manufacture), Laundry blue (manufacture), Lake (pigment) (manufacture), Jewellers rouge (manufacture), Alizarin dye (manufacture), Aniline dye (manufacture), Azoic dye (manufacture), Basic dye (manufacture), Chromium pigment (manufacture), Colour lake (manufacture), Colours for food and cosmetics (manufacture), Colours in dry, liquid or paste form (manufacture), Crushed pigment colours (manufacture), Direct dye (manufacture), Disperse dye (manufacture), Dye (manufacture), Dyes and pigments from any source in basic or concentrated forms (manufacture), Dyes for food, drink and cosmetics (manufacture), Dyes modified for dying acrylic fibres (manufacture), Fluorescent brightening agent (manufacture), Zinc oxide (manufacture)'"
95,201,2013,20130,Manufacture of other inorganic basic chemicals,"b'White lead (not in paste form) (manufacture), Pesticide inorganic chemicals (excluding formulated preparations) (manufacture), Peroxides (inorganic) (manufacture), Oxygen compounds of non metals (excluding carbon dioxide) (manufacture), Lyes (manufacture), Iron pyrites roasting (manufacture), Iodine and iodides (manufacture), Inorganic compounds (manufacture), Inorganic chemical (manufacture), Inorganic bases (manufacture), Phosphorous compounds (excluding phosphatic fertiliser) (manufacture), Plutonium processing (manufacture), Uranium (enriched) (manufacture), Sulphuric acid (manufacture), Sulphur (manufacture), Spent nuclear fuel re-processing (manufacture), Sodium and sodium compounds (manufacture), Radioactive isotopes of uranium, thorium and plutonium (manufacture), Radioactive isotopes (other than of uranium, thorium or plutonium) (manufacture), Radioactive compounds production (manufacture), Potassium compounds (manufacture), Inorganic acid (manufacture), Hydrosulphite (manufacture), Hydrogen peroxide (manufacture), Carbon disulphide (manufacture), Carbon black (manufacture), Carbon (manufacture), Calcium carbide (manufacture), Calcium and calcium compounds (manufacture), Bromine and bromides (manufacture), Alums (manufacture), Aluminium compounds (except bauxite and abrasives) (manufacture), Alkali (manufacture), Chemical elements (except metals) (manufacture), Chlorine and chloride (manufacture), Hydrochloric acid (manufacture), Halogens and halides (inorganic) (manufacture), Fuel elements for nuclear reactors production (manufacture), Fluorine, hydrofluoric acid and fluorides (manufacture), Flocculating agents (chemical) (manufacture), Enriched uranium production (manufacture), Enriched thorium (manufacture), Distilled water (manufacture), Chromium compounds (excluding prepared pigments) (manufacture), Acid (inorganic) (manufacture)'"
96,203,2030,20301,"Manufacture of paints, varnishes and similar coatings, mastics and sealants","b'Zinc paint (manufacture), Prepared dyes (manufacture), Powder made of glass (manufacture), Polyurethane paint (manufacture), Polyester paint (manufacture), Pigments (prepared) (manufacture), Paste made of aluminium (manufacture), Paint with cement base (manufacture), Paint removers (manufacture), Paint (not cement based) (manufacture), Organic composite solvents (manufacture), Opacifiers and colours (manufacture), Oleo resinous paint (manufacture), Primer paint (manufacture), Putty (manufacture), Rubber based paint (chlorinated) (manufacture), Wood stain (manufacture), White lead in paste form (manufacture), Vitrifiable enamels (manufacture), Vitreous enamel frits (manufacture), Vinyl paint (manufacture), Varnish removers (manufacture), Varnish (manufacture), Thinners for paint and varnish (manufacture), Stain (manufacture), Ships bottom composition (manufacture), Shellac varnish (manufacture), Sealants (other than bituminous or oil based) (manufacture), Nitrogen resin type paint (manufacture), Metallic paint (manufacture), Metal pre-treatment paint (manufacture), Ceramic glaze (manufacture), Ceramic colours (manufacture), Cement based paint (manufacture), Cellulose varnish (manufacture), Cellulose paint (manufacture), Caulking compounds and similar non-refractory filling or surfacing preparations (manufacture), Bituminous paint (manufacture), Artists colours (manufacture), Anti-corrosive paint (manufacture), Aluminium paste (manufacture), Aluminium paint (manufacture), Alkyd (manufacture), Chlorinated rubber based paint (manufacture), Distemper (manufacture), Electrocoats paint (manufacture), Mastics (manufacture), Marine paint (manufacture), Liquid lustres (manufacture), Lead paint (manufacture), Lacquer (manufacture), Glazes and engobes and similar preparations (manufacture), Glass powder (manufacture), French polish (manufacture), Filling and sealing compounds for painters (manufacture), Epoxy paint (manufacture), Enamel (manufacture), Emulsion paint (manufacture), Acrylic paints (manufacture)'"
97,203,2030,20302,Manufacture of printing ink,"b'Flexographic ink (manufacture), Gravure ink (manufacture), Letterpress ink (manufacture), Lithographic ink (manufacture), News ink (manufacture), Printers varnish (manufacture), Printing ink (manufacture), Screen process ink (manufacture)'"
98,221,2211,22110,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,"b'Camel back strips for retreading tyres (manufacture), Tyres for aircraft (manufacture), Tyres for cars or vans (manufacture), Tyres for commercial vehicles (manufacture), Tyres for cycles (manufacture), Tyres for industrial use (manufacture), Tyres for motorcycles and mopeds (manufacture), Tyres for scooters (manufacture), Tyres for tractors (manufacture), Tyres made of rubber (manufacture), Tyres (manufacture), Tyre retreading (manufacture), Tyre rebuilding and retreading (manufacture), Inner tube for tyre (manufacture), Interchangeable tyre flaps for retreading tyres (manufacture), Interchangeable tyre treads for retreading tyres (manufacture), Pneumatic tyres (manufacture), Repair of tyres and inner tubes by specialists (manufacture), Rubber tyres for furniture and other uses (manufacture), Rubber tyres for mobile machinery (manufacture), Rubber tyres for toys (manufacture), Tyre flaps (manufacture), Tyres made of solid rubber (manufacture)'"
99,221,2219,22190,Manufacture of other rubber products,"b'Inflatable cushion made of rubber (manufacture), Puncture repair outfit made of rubber (manufacture), Reinforced hose made of rubber (manufacture), Repair materials made of rubber (manufacture), Rings and washers made of rubber (manufacture), Rods made of rubber (manufacture), Roller coverings made of rubber (manufacture), Roller covers made of rubber (manufacture), Rope made of rubber (manufacture), Rubber (vulcanized, unvulcanized or hardened) (manufacture), Rubber compounds (manufacture), Profile shapes of rubber (manufacture), Printers blankets made of rubber (manufacture), Plates made of rubber (semi-manufactures) (manufacture), Inflatable mattress made of rubber (manufacture), Insulating cloth tape (manufacture), Insulating material made of rubber (manufacture), Latex foam (manufacture), Mats made of rubber (manufacture), Moulded rubber bottoms for footwear (manufacture), Mouldings for upholstery made of rubber (manufacture), Piece goods made of unsupported rubber sheeting (manufacture), Pipe stems of hard rubber (manufacture), Pipes made of rubber (manufacture), Rubber products (manufacture), Rubber thread (uncovered) (manufacture), Rubberised fabrics (manufacture), Timing belt for motor vehicles (manufacture), Transmission belting made of rubber (manufacture), Transmission v-belts made of rubber (manufacture), Tubes made of rubber (manufacture), Tubing made of rubber (manufacture), Tyre repair materials and kits (manufacture), Underwater swimming suit made of rubber (manufacture), Washers made of rubber (manufacture), Waterbed mattresses of rubber (manufacture), Wet suits of rubber (manufacture) , Tiling made of rubber (manufacture), Tennis ball core (manufacture), Teats made of rubber (manufacture), Rubberised hair (manufacture), Rubberised textile fabric (manufacture), Seals made of rubber (manufacture), Semi-finished products made of rubber (manufacture), Sex articles of rubber (manufacture), Sheath contraceptives made of rubber (manufacture), Sheets made of rubber (manufacture), Sponges made of rubber (manufacture), Strips made of rubber (manufacture), Suction and discharge hose made of rubber (manufacture), Yarn (rubberised) (manufacture), Adhesive repair material made of rubber (manufacture), Belting for domestic appliances made of rubber (manufacture), Belting made of rubber (manufacture), Bootee (rubber protective) (manufacture), Brushes of rubber (manufacture), Buckets made of rubberised fabric (manufacture), Carpet underlay made of rubber (manufacture), Cellular rubber products (manufacture), Combs of hard rubber (manufacture), Conveyor belts made of rubber (manufacture), Cushioning for upholstery made of rubber (manufacture), Bellows made of rubber (manufacture), Bathing caps of rubber (manufacture) , Bands made of rubber (manufacture), Adhesive tape of rubberised textile (manufacture), Apparel made of rubber (if only sealed together, not sewn) (manufacture), Apparel made of sealed rubber (manufacture), Aprons (manufacture), Armoured hose made of rubber (manufacture), Balata belting (manufacture), Balata goods (excluding belting) (manufacture), Ball core (rubber) (manufacture), Balloons, rubber (except pilot and sounding balloons, dirigibles and hot-air balloons) (manufacture), Bands made of elastic (manufacture), Delivery hose made of rubber (manufacture), Diving suit made of rubber (manufacture), Ebonite, vulcanite or hard rubber goods (manufacture), Groundsheet made of rubber (manufacture), Grout packers (manufacture), Gutta percha goods (manufacture), Hair pins of hard rubber(manufacture), Hair rollers and similar of hard rubber (manufacture), Heel and sole made of rubber (manufacture), Hose made of rubber (manufacture), Hot water bottles made of rubber (manufacture), Hydraulic hose made of rubber (manufacture), Hygienic articles made of rubber (manufacture), Golf ball core (manufacture), Gloves and gauntlets of unstitched rubber (manufacture), Garden hose made of rubber (manufacture), Elevator belting made of rubber (manufacture), Eraser rubber (manufacture), Expansion joints made of rubber (manufacture), Fan belts for motor vehicles (manufacture), Felting made of rubber (manufacture), Fittings made of rubber (manufacture), Floor coverings made of rubber (manufacture), Flooring made of rubber (manufacture), Fluid seals made of rubber (manufacture), Foam rubber (manufacture), Industrial belting made of rubber (manufacture)'"
100,239,2391,23910,Production of abrasive products,"b'Abrasive bonded disc, wheel and segment (manufacture), Garnet abrasives (manufacture), Glass paper (manufacture), Grinding paste (manufacture), Grindstones made of bonded abrasives (manufacture), Hones (bonded) (manufacture), Millstone and grindstone cutting (manufacture), Millstones made of bonded abrasives (manufacture), Oilstones (bonded) (manufacture), Organic bonded abrasives (manufacture), Polishing stones made of bonded abrasives (manufacture), Pumice stones (bonded) (manufacture), Sandpaper (manufacture), Segment bonded abrasive (manufacture), Sharpening stones made of bonded abrasives (manufacture), Stones for sharpening or polishing (manufacture), Flint paper (manufacture), Flint cloth (manufacture), Emery wheel (manufacture), Abrasive cloth (manufacture), Abrasive grain (manufacture), Abrasive grain of aluminium oxide (manufacture), Abrasive grain of artificial corundum (manufacture), Abrasive grain of boron carbide (manufacture), Abrasive grain of silicon carbide (manufacture), Abrasive paper (manufacture), Abrasive wheel (bonded) (manufacture), Agglomerated abrasives (manufacture), Bonded abrasives (manufacture), Coated abrasives (manufacture), Diamond impregnated disc and wheel (manufacture), Discs made of bonded abrasives (manufacture), Emery cloth (manufacture), Emery paper (manufacture), Vitrified bonded abrasives (manufacture)'"
101,239,2399,23990,Manufacture of other non-metallic mineral products n.e.c.,"b'Yarn made of asbestos (manufacture), Peat products (pots or for chemical use, etc.) (manufacture), Paste made of asbestos (manufacture), Paper made of asbestos (manufacture), Panels made of asbestos (manufacture), Packing made of woven asbestos (manufacture), Oil based sealants (manufacture), Non-metallic mineral substances, articles thereof (manufacture), Moss litter (manufacture), Mineral wool (manufacture), Mineral insulation products (manufacture), Mineral insulating materials (manufacture), Millboard made of asbestos (manufacture), Mica slab and sheet processing (manufacture), Mica goods (manufacture), Lagging rope made of asbestos (manufacture), Joints made of asbestos (manufacture), Pipe covering sections made of asbestos (manufacture), Pipes and fittings made of pitch fibre (manufacture), Worked peat, articles thereof (manufacture), Tiles made of woven asbestos (manufacture), Tapes made of asbestos (manufacture), String made of asbestos (manufacture), Sound insulating materials (manufacture), Sound absorbing materials (manufacture), Socks made of asbestos (manufacture), Slag wool (manufacture), Sheets and sheeting made of woven asbestos (manufacture), Sheeting made of non-woven asbestos/rubber composite (manufacture), Sealants (oil based) (manufacture), Sealants (bituminous) (manufacture), Rope lagging made of asbestos (manufacture), Rockwool (manufacture), Rings made of asbestos (manufacture), Processed asbestos fibre (manufacture), Insulation made of asbestos (manufacture), Heat insulating materials (other than asbestos) (manufacture), Clothing made of asbestos (manufacture), Carded asbestos fibre (manufacture), Carbon products (except carbon paper and electrical carbon) (manufacture), Brake linings made of asbestos (manufacture), Boiler packing made of asbestos (manufacture), Boards made of asbestos (manufacture), Bituminous sealants (manufacture), Bitumen and flax felts for roofing and damp-proof courses (manufacture), Asphalt or similar materials (e.g. Asphalt-based adhesives); articles thereof (manufacture), Asphalt (manufacture), Asbestos weaving (manufacture), Asbestos spinning (manufacture), Asbestos moulding (manufacture), Asbestos mixing (manufacture), Asbestos felting (manufacture), Asbestos carding (manufacture), Clutch linings made of asbestos (manufacture), Coal tar pitch, articles thereof (manufacture), Headgear made of asbestos (manufacture), Graphite products (other than block and crucible) (manufacture), Graphite (manufacture), Gaskets made of asbestos (manufacture), Friction material made of non-metallic mineral (manufacture), Friction material and unmounted articles thereof, with a mineral or cellulose base (manufacture), Footwear made of asbestos (manufacture), Foamed slag (manufacture), Felt made of asbestos (manufacture), Fabric made of asbestos (manufacture), Expanded vermiculite (manufacture), Expanded clay (manufacture), Exfoliated vermiculite (manufacture), Engine packing made of asbestos (manufacture), Cord made of asbestos (manufacture), Composition asbestos (manufacture), Artificial corundum (manufacture)'"
102,241,2410,24100,Manufacture of basic iron and steel and of ferro-alloys,"b'Hot rolled steel i-sections (manufacture), Ingots of stainless steel (manufacture), Ingots of steel (manufacture), Iron (manufacture), Iron of exceptional purity production by electrolysis or other chemical processes (manufacture), Iron powder production (manufacture), Iron shot (manufacture), Lead coated steel sheet (manufacture), Liquid steel (manufacture), Low carbon ferro manganese (carbon 2% or less) (manufacture), Manufacture of hot-rolled rods of steel, Metal sand for sandblasting (manufacture), Narrow slabs of semi-finished steel (manufacture), Nodular pig iron (manufacture), Non-alloy pig iron (manufacture), Non-alloy steel (manufacture), Hot rolled steel wide strip (hot rolled wide coil) (manufacture), Hot rolled steel u-sections (manufacture), Hot rolled steel t-sections (manufacture), Hot rolled steel joists (manufacture), Hot rolled steel light sections (manufacture), Hot rolled steel narrow strip (manufacture), Hot rolled steel plate (manufacture), Hot rolled steel quarto plate (manufacture), Hot rolled steel railway materials (manufacture), Hot rolled steel reversing mill plate (manufacture), Hot rolled steel round bars (manufacture), Hot rolled steel sections for mining frames (manufacture), Hot rolled steel sheet (manufacture), Hot rolled steel sheet piling (manufacture), Hot rolled steel sole plates (manufacture), Hot rolled steel special bars (manufacture), Hot rolled steel special sections (manufacture), Hot rolled steel square bars (manufacture), Non-oriented electrical steel sheet (manufacture), Organic coated steel sheet (manufacture), Other alloy steel (manufacture), Sole plates (hot rolled) (manufacture), Spheroidal graphite pig iron (manufacture), Spiegeleisen (manufacture), Sponge iron (manufacture), Stainless steel (manufacture), Steel in primary form, from ore or scrap, production (manufacture), Steel making pig iron (manufacture), Steel powders (manufacture), Steel sheet (not finally annealed) (manufacture), Steel shot (manufacture), Structural steel (manufacture), Terneplate (manufacture), Tinplate (manufacture), Welded sections of iron and steel (manufacture), Wide slabs made of semi-finished steel (manufacture), Sleepers (cross ties) made of iron or steel (hot rolled) (manufacture), Silico manganese steel (manufacture), Sheet piling production (manufacture), Painted steel sheet (manufacture), Permanent way material (except rails production) (manufacture), Pieces roughly shaped by forging (manufacture), Plastic coated steel sheet (manufacture), Primary products of stainless steel (manufacture), Production of granular iron, Rails of iron, steel or cast iron (manufacture), Remelting ferrous waste or scrap, Remelting scrap ingots of iron , Rods made of steel (in coils) (manufacture), Rods of stainless steel (manufacture), Rounds of semi-finished steel for seamless tube production (manufacture), Sections of stainless steel (manufacture), Semi-finished products of stainless steel (manufacture), Shapes of stainless steel (manufacture), Wire rods made of steel (manufacture), Alloy bearing steel (manufacture), Directly reduced iron (manufacture), Electrical sheet steel (not finally annealed) (manufacture), Electrical steel (manufacture), Electro zinc coated sheet steel (manufacture), Electrolytic chromium/chromium oxide coated steel (manufacture), Electrolytically metal coated sheet steel (manufacture), Engineering steel (manufacture), Ferro alloys (high carbon ferro manganese) (manufacture), Ferro aluminium (manufacture), Ferro chromium (manufacture), Ferro molybdenum (manufacture), Ferro nickel (manufacture), Ferro niobium (manufacture), Ferro phosphorus (manufacture), Ferro titanium (manufacture), Corrugated sheets made of steel (manufacture), Continuous cast products made of steel (manufacture), Cold rolled wide steel strip >= 600mm (cold rolled wide coil) (manufacture), Alloy pig iron (manufacture), Alloy tool steel (manufacture), Angles of stainless steel (manufacture), Bars of stainless steel (manufacture), Billets made of semi-finished steel (manufacture), Blackplate (manufacture), Blooms made of semi-finished steel (manufacture), Boron steel (manufacture), Bulb flats made of steel (manufacture), Cold reduced steel slit strip >= 600mm (manufacture), Cold reduced wide steel strip >= 600mm (cold reduced coil) (manufacture), Cold rolled narrow steel strip >= 600mm (manufacture), Cold rolled steel plate (manufacture), Cold rolled steel sheet (manufacture), Cold rolled steel slit strip >= 600mm (manufacture), Ferro tungsten (manufacture), Ferro vanadium (manufacture), Ferro zirconium (manufacture), High speed tool steel (manufacture), Hollow drill bars made of steel (manufacture), Hot dip metal coated sheet steel (manufacture), Hot dip zinc coated sheet steel (manufacture), Hot rolled steel angles (l-sections) (manufacture), Hot rolled steel base plates (manufacture), Hot rolled steel beams (manufacture), Hot rolled steel bearing piling (manufacture), Hot rolled steel channels (manufacture), Hot rolled steel columns (manufacture), Hot rolled steel cut lengths (manufacture), Hot rolled steel fish plates (manufacture), Hot rolled steel flat bars (manufacture), Hot rolled steel heavy sections (manufacture), Hot rolled steel hexagonal bars (manufacture), High carbon ferro-manganese (carbon over 2%) (manufacture), Grain oriented electrical sheet steel (manufacture), Galvanised sheet steel (manufacture), Ferro-alloys (except high carbon ferro-manganese production) (manufacture), Ferrosilicon (manufacture), Ferrosilicon chromium (manufacture), Ferrosilicon manganese (manufacture), Ferrosilicon titanium (manufacture), Ferrosilicon tungsten (manufacture), Ferrous products production by reduction of iron ore (manufacture), Fish plates (hot rolled) (manufacture), Fish plates and sole plates (non-rolled) (manufacture), Flat rolled steel products in coils or straight lengths >= 600mm (manufacture), Forged bars (manufacture), Forged rail accessories (manufacture), Forged sections (manufacture), Forged semi-finished products (manufacture), Foundry pig iron (manufacture), Hot rolled steel h-sections (manufacture)'"
103,242,2420,24200,"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","b'Bends made of steel (manufacture), Precision tube made of steel (manufacture), Rectangular hollow steel section (manufacture), Repair clamps and collars, made of iron or steel (manufacture), Scaffolding tubes made of steel (manufacture), Sleeves made of steel (manufacture), Tube fittings made of steel (manufacture), Tube hollows made of steel (manufacture), Tubes made of cold drawn steel (manufacture), Tubes made of seamless steel (manufacture), Tubes made of steel (manufacture), Tubing made of steel (manufacture), Pipes made of steel (manufacture), Line pipe made of steel (manufacture), Hot finished steel tube (manufacture), Butt welding fittings made of steel (manufacture), Casing made of steel (manufacture), Circular hollow sections made of steel (manufacture), Couplings and flange adapters made of iron or steel (manufacture), Drill pipe made of steel (manufacture), Elbows made of steel (manufacture), Electrical conduit tube made of steel (manufacture), Fittings made of steel (manufacture), Flanges made of steel (manufacture), Gas pipes made of steel (manufacture), Hollow bars made of steel (manufacture), Welded tubes (manufacture)'"
104,243,2431,24310,Cold drawing of bars,"b'Bright steel bars (manufacture), Cold drawn steel bars (manufacture), Cold drawn steel sections (manufacture), Cold finished steel bars (manufacture)'"
105,243,2432,24320,Cold rolling of narrow strip,"b'Cold reduced steel slit strip < 600 mm (manufacture), Cold rolled narrow steel strip < 600 mm (manufacture), Flat rolled steel products in coils or straight lengths < 600 mm (manufacture)'"
106,251,2511,25110,Manufacture of metal structures and parts of structures,"b'Water tower made of steel plate (manufacture), Steelwork for docks (manufacture), Steelwork for distribution depots (manufacture), Steelwork for commercial buildings (manufacture), Steelwork for buildings (manufacture), Steelwork for bridges (manufacture), Steelwork for agricultural buildings (manufacture), Static drilling derricks (manufacture), Sluice gates made of steel (manufacture), Shuttering made of steel (manufacture), Sheds made of metal (manufacture), Security screens made of metal (manufacture), Scaffolding (manufacture), Steelwork for domestic buildings (manufacture), Steelwork for exhibition centres (manufacture), Steelwork for factory buildings (manufacture), Tower made of steel (manufacture), Telephone booths made of metal (manufacture), Structures for civil engineering made of aluminium (manufacture), Structures for buildings made of aluminium (manufacture), Structural steelwork for buildings (manufacture), Steelwork for viaducts (manufacture), Steelwork for tunnels (manufacture), Steelwork for school buildings (manufacture), Steelwork for jetties (manufacture), Steelwork for hospital buildings (manufacture), Steelwork for harbours (manufacture), Steelwork for glass roofs (manufacture), Roof trusses made of metal (manufacture), Radio and television masts made of metal (manufacture), Racking systems for large scale heavy duty use in shops, workshops and warehouses (manufacture), Metal frameworks for construction of towers (manufacture), Metal frameworks for construction of masts (manufacture), Metal frameworks for construction of bridges (manufacture) , Metal frameworks for blast furnaces (manufacture), Lock gates (manufacture), Industrial ossature in metal (manufacture), Glasshouses with metal frame (manufacture), Flooring systems made of metal (manufacture), Fabricated structural steelwork for buildings (manufacture), Construction site huts made of metal (manufacture), Column (fabricated structural steelwork) (manufacture), Chimneys made of steel (manufacture), Metal frameworks for lifting and handling equipment (manufacture) , Metal skeletons for bridges (manufacture), Metal skeletons for masts (manufacture), Prefabricated buildings made of metal (manufacture), Prefabricated building metalwork (manufacture), Power structural steelwork (manufacture), Portable building metalwork (manufacture), Plant support of fabricated steelwork (manufacture), Pipeline supports (manufacture), Pilings (tubular welded) (manufacture), Ossature in metal for construction (manufacture), Monopod tower made of steel plate (manufacture), Modular exhibition elements made of metal (manufacture), Metal structures and parts of structures (manufacture), Metal skeletons for towers (manufacture), Bus shelters made of metal (manufacture)'"
107,251,2512,25120,Manufacture of doors and windows of metal,"b'Builders carpentry and joinery made of metal (manufacture), Skylights made of metal (manufacture), Shutters made of metal (manufacture), Shop fronts and entrances made of aluminium (manufacture), Room partitions made of metal, for floor attachment (manufacture), Revolving doors made of metal (manufacture), Railings made of metal (manufacture), Partitioning made of metal (manufacture), Grilles made of metal (not cast) (manufacture), Glazing bars (manufacture), Gates made of metal (manufacture), Garden frames made of metal (manufacture), Double glazing made of metal (manufacture), Doors (other than safe doors) made of metal (manufacture), Door frames made of metal (manufacture), Curtain walling made of metal (manufacture), Casements made of metal (manufacture), Window frames made of metal (manufacture)'"
108,259,2591,25910,Manufacture of steel drums and similar containers,"b'Barrels made of iron or steel (manufacture), Milk churns made of iron or steel (manufacture), Metal drum reconditioning (manufacture), Kegs made of iron or steel (manufacture), Drums made of iron or steel (manufacture), Churns made of iron or steel (manufacture), Casks made of iron or steel (manufacture), Cans made of steel (manufacture), Cans made of blackplate (manufacture), Cans and boxes made of iron or steel (manufacture), Buckets made of steel (manufacture), Boxes made of iron or steel (manufacture), Boxes and other containers made of iron or steel, of capacity not exceeding 300 litres (manufacture), Pails made of steel (manufacture)'"
109,259,2592,25920,Manufacture of light metal packaging,"b'Aerosol cans made of metal (manufacture), Foil containers made of aluminium (manufacture), Kegs made of aluminium (manufacture), Light metal packaging (manufacture), Metallic closures (manufacture), Milk churns made of aluminium (manufacture), Pilfer-proof metal caps (manufacture), Screw caps made of metal (manufacture), Stoppers made of metal (manufacture), Tins for food products (manufacture), Tubes made of aluminium for packaging (collapsible) (manufacture), Tubes made of metal (collapsible) (manufacture), Tubular containers made of aluminium (manufacture), Drums made of aluminium (manufacture), Crown cork (manufacture), Containers made of foil (manufacture), Barrels made of aluminium (manufacture), Bottle tops made of metal (manufacture), Boxes made of aluminium (manufacture), Boxes made of metal (collapsible) (manufacture), Cans and boxes made of aluminium (manufacture), Cans and boxes made of tin (manufacture), Cans for food products (manufacture), Cans made of aluminium (manufacture), Capsules made of metal (manufacture), Casks made of aluminium (manufacture), Churns made of aluminium (manufacture), Closures made of metal (manufacture), Tubular containers made of metal (manufacture)'"
110,259,2593,25930,"Manufacture of wire products, chain and springs","b'Wire strands made of aluminium (manufacture), Spring washer (manufacture), Spring presswork (manufacture), Skid chain (manufacture), Sewing needles (manufacture), Safety pins (manufacture), Rope made of wire (manufacture), Rods or wires (coated/covered with flux) for gas welding, soldering or brazing (manufacture), Ring spring (manufacture), Rigging for ships (manufacture), Pins made of metal (manufacture), Netting made of wire (manufacture), Netting made of steel wire (manufacture), Springs (manufacture), Springs for upholstery (manufacture), Wire products made of uninsulated copper (manufacture), Wire products (manufacture), Wire fabric made of steel (manufacture), Wire cable made of steel (manufacture), Welding rods (coated/covered with flux) made of steel (manufacture), Uninsulated metal cable or insulated cable not useable as a conductor of electricity (manufacture), Torsion bar spring (manufacture), Tack made of metal (not wire) (manufacture), Stud link chain (manufacture), Stranded un-insulated wire made of copper (manufacture), Staples (not wire) (manufacture), Springs made of steel for upholstery (manufacture), Needles made of metal (manufacture), Nails made of steel wire (manufacture), Nail (not wire) (manufacture), Coated or cored wire (manufacture), Coated electrodes for electric arc-welding (manufacture), Cloth made of wire (manufacture), Chain (not articulated transmission) (manufacture), Chain (non-precision) (manufacture), Chain (manufacture), Cable strands made of aluminium (manufacture), Cable sheathing made of aluminium (manufacture), Cable made of uninsulated aluminium (manufacture), Barbed wire made of steel (manufacture), Bands, slings, etc. Made of uninsulated plaited iron or steel (manufacture), Bands made of uninsulated plaited copper (manufacture), Coil springs (not for motor vehicle suspension) (manufacture), Conductor cable made of steel reinforced aluminium (manufacture), Link chain (welded) (manufacture), Leaves for springs (manufacture), Leaf springs (manufacture), Knitting needles made of metal (manufacture), Helical springs (manufacture), Heavy wire (manufacture), Grills made of wire (manufacture), Flange jointing sets (manufacture), Fish plates for arches made of steel (manufacture), Fencing made of steel wire (manufacture), Expanded metal (manufacture), Drawing pin (manufacture), Bands made of plaited metal (manufacture)'"
