id,group_id,class_id,sub_class_id,description,keywords
160,324,3240,32409,Manufacture of games and toys (other than professional and arcade games and toys) n.e.c.,"b'Wheeled toys designed to be ridden (manufacture), Toy guns (not operated by compressed air) (manufacture), Toy furniture (manufacture), Toy cars (pedal) (manufacture), Toy cars (electric) (manufacture), Toy car circuit (electric) (manufacture), Toy balloon (manufacture), Toy animal (manufacture), Technical toy (manufacture), Table or parlour games (manufacture), Stuffed toy (manufacture), Soft toys (manufacture), Scooters for children (manufacture), Reduced-size scale models construction sets (manufacture), Toy musical instruments including electronic (manufacture), Toy perambulators and pushchairs (manufacture), Video games machines (manufacture), Tricycles for children (manufacture), Toys made of rubber (manufacture), Toys made of plastic (manufacture), Toys made of metal (manufacture), Toys made of cardboard (manufacture), Toys and games made of wood (manufacture), Toys and games made of paper (manufacture), Toys and games (electronic) with fixed (non replaceable software) (manufacture), Toys (mechanical) (manufacture), Toy wheelbarrow (manufacture), Toy trains (electric) (manufacture), Toy push cart (manufacture), Reduced-size scale model electrical trains (manufacture), Reduced-size (scale) models (manufacture), Puzzles (manufacture), Dolls cots (manufacture), Dolls clothes (manufacture), Dolls and doll garments, parts and accessories (manufacture), Dolls (manufacture), Constructional toy (manufacture), Construction sets (manufacture), Construction model (manufacture), Chess set (manufacture), Chess (electronic) (manufacture), Boxed game (manufacture), Board game (manufacture), Bicycles for children (manufacture), Bagatelle board (manufacture), Dolls houses (manufacture), Dolls made of rubber (manufacture), Push toy on wheels (manufacture), Puppet (manufacture), Playing cards (manufacture), Playballs made of rubber (manufacture), Plastic game (manufacture), Plastic bicycles and tricycles designed to be ridden (manufacture), Models for recreational use (manufacture), Model kit (manufacture), Jigsaw puzzle (manufacture), Indoor game (manufacture), Games and toys (manufacture), Draughts set (manufacture), Dolls prams (manufacture), Action figures (manufacture)'"
161,325,3250,32500,Manufacture of medical and dental instruments and supplies,"b'Medicated dressings (manufacture), Ozone therapy apparatus (manufacture), Pharmaceutical non-medicament products (manufacture), Plaster bandages (manufacture), Polarising elements (manufacture), Prisms (mounted, (not photographic)) (manufacture), Prisms (unmounted) (manufacture), Protective glasses (manufacture), Psychological testing apparatus (manufacture), Psychology testing apparatus (manufacture), Reading glasses (manufacture), Reflectors used in medicine (manufacture), Respirator and mask for medical use (manufacture), Resuscitation equipment (manufacture), Rubber gloves (medical) (manufacture), Scintigraphy apparatus (manufacture), Oxygen therapy apparatus (manufacture), Oxygen breathing equipment for medical use (manufacture), Mirrors for medical use (manufacture), Monocle (manufacture), Myograph (manufacture), Needles used in medicine (manufacture), Nuclear magnetic resonance apparatus (manufacture), Nucleonic medical apparatus (manufacture), Operating tables (manufacture), Ophthalmic eyeglasses (manufacture), Ophthalmic instrument (manufacture), Ophthalmic lenses ground to prescription, safety goggles (manufacture), Optical element (mounted, (not photographic)) (manufacture), Optical element (unmounted) (manufacture), Orthopaedic appliances (not footwear) (manufacture), Orthopaedic footwear (manufacture), Orthopedic and prosthetic devices (manufacture), Sheep and cattle dressings (manufacture), Shroud and cerement (manufacture), Spectacle frames (manufacture), Surgical gut string (manufacture), Surgical hosiery (manufacture), Surgical implants (manufacture), Surgical instrument (manufacture), Surgical lint (manufacture), Surgical sutures (manufacture), Surgical truss (manufacture), Surgical wadding (manufacture), Syringes (manufacture), Traction or suspension devices for medical beds (manufacture), Transfusion apparatus (manufacture), Transfusion pods (manufacture), Urine bottle holders and other accessories for medical beds (manufacture), Vascular prostheses (manufacture), Veterinary equipment (manufacture), Surgical goods made of rubber (manufacture), Surgical gauze (manufacture), Spectacle lens (manufacture), Spectacle mounts (manufacture), Spectacles (manufacture), Splints (manufacture), Sterilising equipment for medical use (manufacture), Sterilizers (manufacture), Sticking plaster (surgical) (manufacture), Sunglasses (manufacture), Surgical bandage (manufacture), Surgical belts (manufacture), Surgical boot (manufacture), Surgical corset (manufacture), Surgical drapes and sterile string and tissue (manufacture), Surgical dressing (manufacture), Surgical equipment (manufacture), Zimmer frames and other walking aids (manufacture), Absorbable haemostatics (manufacture), Centrifuge (laboratory type) (manufacture), Colour filter (unmounted) (manufacture), Contact lens (manufacture), Corrective glasses (manufacture), Cotton wool and tissues (manufacture), Crutches (manufacture), Cutter for dental use (manufacture), Dental brush (manufacture), Dental cement (manufacture), Dental chair (manufacture), Dental drill engines (manufacture), Dental filling (manufacture), Dental instrument (manufacture), Dental laboratory furnaces (manufacture), Dental laboratory instruments and equipment (manufacture), Cautery and light unit (manufacture), Catheter (manufacture), Adhesive plaster and surgical bandage (manufacture), Anaesthetic equipment (manufacture), Artificial eye (manufacture), Artificial limb (manufacture), Artificial parts for the heart (manufacture), Artificial respiration equipment (manufacture), Artificial teeth (manufacture), Aseptic hospital furniture (manufacture), Audiometers (manufacture), Autoclaves (manufacture), Bone plates and screws (manufacture), Bone reconstruction cements (manufacture), Breathing apparatus for diving (manufacture), Bridges made in dental labs (manufacture), Cannulae (manufacture), Dental mirror (manufacture), Dental surgical instruments and equipment (manufacture), Dental wax and other dental plaster preparations (manufacture), Laboratory ultrasonic cleaning machinery (manufacture), Laminaria (manufacture), Laser surgical apparatus (manufacture), Lens (mounted, (not photographic)) (manufacture), Lens (unmounted) (manufacture), Lithotriptors (manufacture), Massage apparatus (manufacture), Mechano-therapy appliances (manufacture), Medical and dental instruments and supplies (manufacture), Medical appliances (manufacture), Medical instrument (non-optical) (manufacture), Medical nucleonic apparatus (manufacture), Medical rubber dressings (manufacture), Medical rubber goods (not dressings) (manufacture), Medical, surgical, dental or veterinary examination tables (manufacture), Laboratory type distilling apparatus (manufacture), Laboratory sterilisers (manufacture), Denture (manufacture), Diathermy apparatus (manufacture), Dissecting instrument (manufacture), Foot support (manufacture), Furniture for medical, surgical, dental or veterinary use (manufacture), Gauze (surgical) (manufacture), Glass eyes (manufacture), Goggles (manufacture), Grating (mounted, (not photographic)) (manufacture), Grating (unmounted, optical) (manufacture), Hospital beds with mechanical fittings (manufacture), Hyperbaric chambers (manufacture), Hypodermic syringe and equipment (manufacture), Instep support (manufacture), Instruments and apparatus used for medical, surgical, dental or veterinary purposes (manufacture), Medical, surgical, dental or veterinary operating tables (manufacture)'"
162,331,3311,33110,Repair of fabricated metal products,"b'Mobile welding repair of fabricated metal products (not of machinery) (manufacture), Repair and maintenance of sporting and recreational guns (manufacture) , Repair and maintenance of steam generators (manufacture), Repair and maintenance of steam or other vapour generators (manufacture), Repair and maintenance of tanks, reservoirs and containers of metal (manufacture), Repair and maintenance of weapons and weapon systems (manufacture), Repair of cutlery (manufacture), Repair of locks and hinges (manufacture), Repair of metal structures (manufacture), Repair of steel shipping drums (manufacture), Repair and maintenance of shopping carts (manufacture), Repair and maintenance of parts for marine or power boilers (manufacture), Repair and maintenance of nuclear reactors (manufacture) , Platework repair of central heating boilers and radiators (manufacture), Repair and maintenance for pipes and pipelines (manufacture), Repair and maintenance of auxiliary plant for steam collectors and accumulators (manufacture), Repair and maintenance of auxiliary plant for use with steam condensers (manufacture), Repair and maintenance of auxiliary plant for use with steam economisers (manufacture) , Repair and maintenance of auxiliary plant for use with steam generators (manufacture) , Repair and maintenance of auxiliary plant for use with steam superheaters (manufacture), Repair and maintenance of containers for freight (manufacture), Repair and maintenance of firearms and ordnance (manufacture) , Repair of tools (manufacture)'"
163,331,3312,33120,Repair of machinery,"b'Repair of valves for machinery (manufacture), Repair and maintenance of papermaking machinery (manufacture), Repair and maintenance of other machine tools (metal working) (manufacture), Repair and maintenance of other machine tools (except metal working) (manufacture), Repair and maintenance of oil and gas extraction machinery (manufacture), Repair and maintenance of office machinery (other than computers), Repair and maintenance of non-domestic machinery for drying wood, paper pulp, etc. (manufacture), Repair and maintenance of non-domestic cooling and ventilating equipment (manufacture), Repair and maintenance of metal working machine tools (manufacture), Repair and maintenance of metal cutting or metal forming machine tools and accessories (manufacture), Repair and maintenance of marine engines (manufacture), Repair and maintenance of machinery for working rubber or plastics (manufacture), Repair and maintenance of machinery for textile, apparel and leather production (manufacture), Repair and maintenance of photocopy machines (manufacture), Repair and maintenance of plastic and rubber working machinery (manufacture), Repair and maintenance of pumps (manufacture), Repair of typewriters (manufacture), Repair of other power-driven hand-tools (manufacture), Repair of gearing and driving elements (manufacture), Repair of calculators (manufacture), Repair and maintenance of weighing equipment (manufacture), Repair and maintenance of vending machines (manufacture), Repair and maintenance of valves (manufacture), Repair and maintenance of taps (manufacture), Repair and maintenance of steam turbines (manufacture), Repair and maintenance of special purpose machinery n.e.c. (manufacture), Repair and maintenance of reprographic machinery, Repair and maintenance of railway diesel engines (manufacture), Repair and maintenance of machinery for printing (manufacture), Repair and maintenance of machinery for paper and paperboard production (manufacture), Repair and maintenance of fluid power machinery (compressors) (manufacture), Repair and maintenance of equipment for concrete crushing and screening and roadworks manufacture), Repair and maintenance of engines and turbines (except aircraft, vehicle and cycle) (manufacture), Repair and maintenance of earth-moving and excavating equipment (manufacture), Repair and maintenance of construction machinery (except earth moving type) (manufacture), Repair and maintenance of construction machinery (earth moving type) (manufacture), Repair and maintenance of compressors (manufacture), Repair and maintenance of commercial-type general purpose machinery (manufacture), Repair and maintenance of cash registers (manufacture), Repair and maintenance of agricultural tractors (manufacture), Repair and maintenance of agricultural machinery (manufacture), Repair and maintenance of accounting machinery (manufacture), Repair and maintenance of fluid power machinery (pumps) (manufacture), Repair and maintenance of forestry and logging machinery (manufacture), Repair and maintenance of furnaces and furnace burners (manufacture), Repair and maintenance of machinery for mining (manufacture), Repair and maintenance of machinery for metallurgy (manufacture), Repair and maintenance of machinery for food, beverage and tobacco processing (manufacture), Repair and maintenance of machinery for bookbinding (manufacture), Repair and maintenance of lifts and escalators (not in buildings or civil engineering) (manufacture), Repair and maintenance of lifting, handling equipment, elevators, moving walkways etc. (manufacture), Repair and maintenance of lifting and handling equipment (manufacture), Repair and maintenance of industrial type air conditioning (manufacture), Repair and maintenance of industrial refrigeration equipment, air purifying equipment (manufacture), Repair and maintenance of industrial process furnaces (manufacture), Repair and maintenance of general purpose machinery n.e.c. (manufacture), Repair and maintenance of gas turbines (manufacture), General mechanical maintenance and repair of machinery (manufacture)'"
164,331,3313,33130,Repair of electronic and optical equipment,"b'Repair and maintenance of aircraft engine instruments (manufacture), Repair and maintenance of professional photographic and cinematographic equipment (manufacture), Repair and maintenance of radiation detection and monitoring instruments (manufacture), Repair and maintenance of surveying instruments (manufacture), Repair of binoculars (manufacture), Repair of electronic optical equipment (manufacture), Repair of electronic transformers (solid state); coils, chokes, and other inductors (manufacture), Repair of electronic valves and tubes and other electronic components (manufacture), Repair of heads (pickup, recording, read/write, etc.); phonograph needles (manufacturing), Repair of laboratory distilling apparatus, centrifuges, ultrasonic cleaning machinery (manufacture), Repair of microscopes (manufacture), Repair of mine detectors (manufacture), Repair of photographic equipment (manufacture), Repair of prisms and lenses (manufacture) , Repair and maintenance of pacemakers (manufacture), Repair and maintenance of optical precision instruments (manufacture), Repair and maintenance of automotive emissions testing equipment (manufacture), Repair and maintenance of clocks in church towers and the like, Repair and maintenance of electrocardiographs (manufacture), Repair and maintenance of electromedical endoscopic equipment (manufacture), Repair and maintenance of electronic equipment for measuring, checking, testing, etc. (manufacture), Repair and maintenance of hearing aids (manufacture), Repair and maintenance of industrial time measuring instruments and apparatus (manufacture), Repair and maintenance of irradiation apparatus (manufacture), Repair and maintenance of magnetic resonance imaging equipment (manufacture), Repair and maintenance of materials properties testing and inspection equipment (manufacture), Repair and maintenance of medical and surgical equipment and apparatus (manufacture), Repair and maintenance of medical ultrasound equipment (manufacture), Repair and maintenance of meteorological instruments (manufacture), Repair of telescopes (manufacture)'"
165,331,3314,33140,Repair of electrical equipment,"b'Repair and maintenance of electric lighting equipment (manufacture), Repair, maintenance and rewinding of electric motors, generators and transformers (manufacture), Repair and rewiring of armatures (manufacture), Repair and maintenance of wiring devices for wiring electrical circuits (manufacture), Repair and maintenance of switchgear and switchboard apparatus (manufacture), Repair and maintenance of road and other non-domestic exterior lighting equipment (manufacture), Repair and maintenance of relays and industrial controls (manufacture), Repair and maintenance of professional electric appliances (manufacture), Repair and maintenance of primary and storage batteries (manufacture), Repair and maintenance of non-electronic measuring, checking, testing etc. equipment (manufacture), Repair and maintenance of motor generator sets (manufacture), Repair and maintenance of medical equipment, electrical (manufacture), Repair and maintenance of electricity distribution and control apparatus (manufacture), Repair and maintenance of electrical signalling equipment (manufacture), Rewind electric motor (manufacture)'"
166,331,3315,33150,Repair and maintenance of ships and boats,"b'Repair and maintenance of boats (manufacture), Repair and maintenance of pleasure and sporting craft (manufacture), Repair and maintenance or alteration of ships (manufacture), Repair and routine maintenance performed on boats by floating dry docks (manufacture), Repair and routine maintenance performed on ships by floating dry docks (manufacture)'"
167,331,3319,33190,Repair of other equipment,"b'Repair and maintenance of ceramic pipes, etc. And systems thereof in industrial plants (manufacture), Repair or reconditioning of wooden pallets, shipping drums or barrels (manufacture), Repair of tarpaulins (manufacture), Repair of sails (manufacture), Repair of ropes (manufacture), Repair of rigging (manufacture), Repair of plexiglas plane windows (manufacture), Repair of pinball machines and other coin-operated games (manufacture), Repair of pianos (in factory) (manufacture), Repair of fishing nets (manufacture), Repair of camping goods made of canvas (manufacture), Repair and rebuilding of organs (in factory) (manufacture), Repair and maintenance of wooden products n.e.c.(manufacture), Repair and maintenance of plastic tubes etc. And systems thereof in industrial plants (manufacture), Repair and maintenance of other rubber products (excluding tyres) (manufacture), Repair and maintenance of millstones, grindstones, polishing stones and the like (manufacture), Repair and maintenance of glass tubes, etc. And systems thereof in industrial plants (manufacture), Restoring of organs and other historical musical instruments (manufacture)'"
168,332,3320,33200,Installation of industrial machinery and equipment,"b'Machine rigging (manufacture), Installation of office machinery (manufacture), Installation of non-electronic instruments and appliances for measuring, testing, etc. (manufacture), Installation of non-domestic machinery for drying wood, paper pulp etc. (manufacture), Installation of non-domestic cooling and ventilating equipment (manufacture), Installation of millstones, grindstones, polishing stones and the like (manufacturing), Installation of metal tanks (manufacture), Installation of medical and surgical equipment and apparatus (manufacture), Installation of mainframe and similar computers and peripheral equipment (manufacture), Installation of machinery for working rubber or plastics and making products of these (manufacture), Installation of machinery for textile, apparel and leather production (manufacture), Installation of machinery for printing (manufacture), Installation of machinery for paper and paperboard production (manufacture), Installation of machinery for mining (manufacture), Installation of machinery for metallurgy (manufacture), Installation of machinery for food, beverage and tobacco processing (manufacture), Installation of optical precision instruments (manufacture), Installation of other electrical apparatus (manufacture), Installation of photographic and cinematographic equipment (manufacture), Installation of wire products (manufacture), Installation of weapons and weapon systems (manufacture), Installation of unmounted lenses (manufacture), Installation of tubes, pipes and hoses, of plastics (manufacture), Installation of tubes and pipes of glass, including installation of glass pipe (manufacture), Installation of tools (manufacture), Installation of telecommunications equipment , Installation of taps and valves (manufacture), Installation of steel drums and similar (manufacture), Installation of steam generators (not central heating boilers) incl. related pipework (manufacture), Installation of special purpose machinery n.e.c. (manufacture), Installation of seats in aircraft, ships, trains and the like, Installation of radio and television transmitters (manufacture), Installation of pumps (manufacture), Installation of professional radio, television, sound and video equipment (manufacture), Installation of machinery for bookbinding (manufacture), Installation of machine tools (other than metal working) (manufacture), Installation of machine tools (metal working) (manufacture), Installation of electric motors, generators and transformers (manufacture), Installation of earth-moving and excavating equipment (manufacture), Installation of drilling platforms and the like (manufacture), Installation of compressors (manufacture), Installation of clocks (manufacture), Installation of ceramic pipes, conduit, guttering and pipe fittings (manufacture), Installation of catering equipment (manufacture), Installation of bowling alley equipment (manufacture), Installation of bearings, gears, gearing and driving elements (manufacture), Installation of assemblies and sub-assemblies and the like, into motor vehicles (manufacture), Installation of agricultural and forestry machinery (manufacture), Installation of accumulators, primary cells and primary batteries (manufacture), Dismantling of large-scale machinery and equipment (manufacture), Assembling of non-electronic industrial process control equipment (manufacture), Assembling of electronic industrial process control equipment (manufacture), Installation of electrical equipment for engines and vehicles n.e.c. (manufacture), Installation of electricity distribution and control apparatus (manufacture), Installation of electronic valves and tubes and other electronic components (manufacture ), Installation of locks and hinges (manufacture), Installation of lifting and handling equipment (except lifts and escalators) (manufacture), Installation of large scale central heating boilers e.g. For large residential blocks (manufacture), Installation of insulated wire and cable (manufacture), Installation of instruments and apparatus for measuring, checking, testing, navigating (manufacture), Installation of industrial mainframe and similar computers (manufacture), Installation of industrial machinery and equipment (manufacture), Installation of industrial irradiation and electromedical equipment (manufacture) , Installation of general purpose machinery n.e.c. (manufacture), Installation of furnaces and furnace burners (manufacture), Installation of fasteners, screw machine products, chain and springs (manufacture), Installation of factory assembly lines (manufacture), Installation of fabricated metal products (manufacture), Installation of equipment for concrete crushing and screening and roadworks (manufacture), Installation of engines and turbines (except aircraft, vehicle and cycle) (manufacture), Activities of millwrights (manufacture)'"
169,353,3530,35300,Steam and air conditioning supply,"b'Chilled water for cooling purposes production and distribution, Production of ice for food (manufacture), Production of ice for cooling purposes (manufacture), Production and distribution of cooled air, Ice (not for human consumption), Ice (for human consumption), Hydraulic power production and distribution, Hot water production and distribution, Compressed air production and distribution, Community heating plant, Steam production, collection and distribution'"
170,360,3600,36000,"Water collection, treatment and supply","b'Collection of rain water, Water company, Water collection, purification and distribution, Water authority (headquarters and water supply), Treatment of water for industrial and other purposes, Sea water desalination, River management, Operation of irrigation canals, Distribution of water through mains, by trucks or other means , Desalting of sea or ground water to produce water , Collection of water from rivers, lakes, wells, Water conservation'"
171,370,3700,37000,Sewerage,"b'Cesspools emptying and cleaning, Treatment of human waste water by means of physical, chemical and biological processes , Sewerage system maintenance and operation, Sewage works, Sewage farm, Septic tanks emptying and cleaning, Rain water collection and transportation by sewers, collectors, tanks and other means of transport, Local authority sewage services, Local authority drainage services, Human waste water collection and transport by sewers, collectors, tanks and other means of transport, Drains maintenance, Chemical toilets servicing, Treatment of waste water (human, industrial, from swimming pools etc.) by various processes.'"
172,381,3811,38110,Collection of non-hazardous waste,"b'Building debris removal, Waste collection, Trash collection, Skip hire (waste transportation), Rubbish collection, Refuse collection by local authority cleansing department , Operation of waste transfer facilities for non-hazardous waste, Litter box refuse collection (public), Garbage collection, Dustman, Construction and demolition waste collection, Collection of refuse in litter bins in public places, Collection of non hazardous waste output of textile mills, Collection of non hazardous recyclable materials, Collection of non hazardous construction and demolition waste, Collection and removal of non hazardous debris and rubble, Waste collection centre'"
173,381,3812,38120,Collection of hazardous waste,"b'Collection and treatment of radioactive nuclear waste, Collection of bio-hazardous waste, Collection of nuclear waste, Collection of used oil from shipment or garages, Hazardous waste collection (e.g. Batteries, used cooking oils, etc.), Operation of waste transfer stations for hazardous waste, Spent (irradiated) fuel elements (cartridges) of nuclear reactors'"
174,382,3821,38210,Treatment and disposal of non-hazardous waste,"b'Ashes and residues of incineration of mining and quarrying waste, Waste incineration, Waste disposal, Treatment of organic waste for disposal, Treatment and disposal of non-hazardous waste, Refuse disposal tip operator, Refuse disposal service (not especially for agriculture), Refuse disposal plant or tip (local authority or municipally owned), Production of compost from organic waste, Operation of landfills for the disposal of non-hazardous waste, Local authority refuse disposal, Landfill for the disposal of refuse and waste, Disposal of non-hazardous waste by combustion or incineration or other methods , Waste treatment by composting of plant materials'"
175,382,3822,38220,Treatment and disposal of hazardous waste,"b'Disposal of nuclear waste, Treatment and disposal of transition radioactive waste , Treatment and disposal of toxic live or dead animals and other contaminated waste, Treatment and disposal of radioactive waste from hospitals, etc., Treatment and disposal of nuclear waste, Treatment and disposal of hazardous waste, Treatment and disposal of foul liquids (e.g. Leachate), Toxic waste treatment service, Operation of facilities for treatment of hazardous waste, Incineration of hazardous waste, Encapsulation, preparation and other treatment of nuclear waste for storage, Disposal of used goods such as refrigerators to eliminate harmful waste, Disposal of sick or dead animals (toxic), Treatment, disposal and storage of radioactive nuclear waste '"
176,390,3900,39000,Remediation activities and other waste management services,"b'Asbestos removal work, Remediation activities and other waste management services, Oil spills at sea containment, dispersion and clean up services, Oil spill pollution control services, Oil spill clearance on land, Minefield clearance, Decontamination of surface water, Decontamination of soils and groundwater at the place of pollution using mechanical methods , Decontamination of soils and groundwater at the place of pollution using chemical methods , Decontamination of soils and groundwater at the place of pollution using biological methods , Decontamination of soil and groundwater, Decontamination of nuclear plants and sites , Decontamination of industrial plants or sites , Decontamination and cleaning up of surface water following accidental pollution , Cleaning up oil spills and other pollutions on land , Cleaning up oil spills and other pollutions in surface water , Cleaning up oil spills and other pollutions in ocean and seas including coastal areas, Asbestos, lead paint, and other toxic material abatement, Specialised pollution control activities'"
177,431,4311,43110,Demolition,"b'Building demolition and wrecking, Demolition contracting, Demolition or wrecking of buildings and other structures'"
178,431,4312,43120,Site preparation,"b'Agricultural land drainage, Land reclamation work, Landfill for construction, Levelling and grading of construction sites , Mining site preparation and overburden removal, Overburden removal and other development of mineral properties and sites , Rock removal, Site preparation, Top soil stripping work, Land drainage contractor, Forestry land drainage, Excavation, Blasting and associated rock removal work, Blasting of construction sites , Building site drainage, Building sites clearance, Development and preparation of mineral properties and sites , Drainage of agricultural or forestry land, Earth moving excavation , Earthmoving contractor, Trench digging'"
179,432,4321,43210,Electrical installation,"b'Aerial erection (domestic), Installation of illumination and signalling systems for roads, railways, airports and harbours, Installation of intelecommunications wiring, Installation of lighting systems, Installation of office switchboards and telephone lines, Installation of outdoor transformer and other outdoor electrical distribution apparatus, Installation of roadway traffic monitoring and guidance equipment, Installation of satellite dishes, Installation of security alarms, Installation of street lighting and electrical signals, Installation of telecommunications wiring systems, Installation of telephone lines, Local authority street lighting, Installation of illuminated road signs and street furniture, Installation of fire alarms, Connecting of electric appliances and household equipment, including baseboard heating, Electrical contractor (construction), Electrical wiring of buildings, Installation of aerials and residential antennas, Installation of airport runway lighting, Installation of burglar alarm systems, Installation of cables, Installation of computer network cabling and other telecommunications system cables, Installation of electric solar energy collectors, Installation of electrical systems in cable television wiring, including fibre optic, Installation of electrical systems in computer network, including fibre optic, Installation of electrical wiring and fittings, Sign (electric) erection and maintenance'"
180,432,4322,43220,"Plumbing, heat and air-conditioning installation","b'Air conditioning contracting, Installation of heating and ventilation apparatus, Installation of lawn sprinkler systems, Installation of non-electric solar energy collectors, Installation of oil heating systems, Installation of plumbing, Installation of refrigeration, Installation of sanitary equipment, Installation of sprinkler systems, Installation of steam piping, Installation of ventilation, Plumbing contractor, Repair and maintenance of domestic air conditioning, Repair and maintenance of domestic boilers, Repair and maintenance of non-domestic central heating boilers (manufacture), Repair and maintenance of office, shop and computer centre air conditioning, Installation of gas meters, Installation of gas heating systems , Heat and air-conditioning installation, Heating and plumbing contracting, Heating engineering (buildings), Heating service contracting, Hot water engineer, Installation of air conditioning equipment and ducts, Installation of air conditioning plant, Installation of coldrooms, Installation of cooling towers, Installation of duct work , Installation of electric solar energy collectors, Installation of electrical heating systems (except baseboard heating), Installation of fire sprinkler systems, Installation of furnaces , Installation of gas fittings, Sanitary engineering for buildings'"
181,432,4329,43290,Other construction installation,"b'Acoustical engineering, Installation of sound insulation, Installation of thermal insulation, Installation of vacuum cleaning systems, Installation of vibration insulation, Insulating contractor (buildings), Insulating work activities, Repair and maintenance of elevators and escalators, Repair of automated and revolving doors in buildings and civil engineering works (manufacture), Installation of outdoor pumping or filtration equipment, Installation of lightning conductors, Installation of lifts, Cavity wall insulation, Fencing contractor (not agricultural), Fireproofing work, Installation in buildings of fittings and fixtures n.e.c., Installation of automated and revolving doors, Installation of blinds and awnings, Installation of elevators, Installation of escalators, Roof insulation contractor'"
182,452,4520,45200,Maintenance and repair of motor vehicles,"b'Anti-rust treatment of motor vehicles, Repair and servicing in garages, of motor vehicles, Repair of car bodies, Repair of car electrical systems, Repair of car electronics, Repair of fuel injection systems for motor vehicles, Repair of motor cars (except roadside assistance), Repair of motor vehicle parts, Repair of motor vehicle seats, Repair of motor vehicle windows, Repair of motor vehicle windscreens, Repair of motor vehicles (except roadside assistance), Repair of tyres and tubes (fitting or replacement), Repair to bodywork of motor vehicles, Servicing of motor vehicles, Repair and maintenance of trailers and semi-trailers, Repair and maintenance of commercial vehicles, Repair and maintenance of auto electricals, Automobile association service centres, Car valeting, Car wash, Installation of motor vehicle parts and accessories (not as part of production process), Installation of motor vehicle parts and accessories, not part of the manufacturing process, Maintenance of motor vehicles, Motor repair depot, Motor vehicle painting and body repairing, Motor vehicle servicing, Motor vehicle spraying, Omnibus repair depot, Painting of motor vehicles, Panel beating services, REME workshop, Windscreen replacement services'"
183,454,4540,45400,"Sale, maintenance and repair of motorcycles and related parts and accessories","b'Moped sales (retail), Moped sales (wholesale), Motorcycle exporter (wholesale), Motorcycle importer (wholesale), Motorcycle parts and accessories (retail), Motorcycle parts and accessories (wholesale), Motorcycle sales (retail), Motorcycle sales (wholesale), Repair and maintenance of motor cycles'"
184,464,4641,46410,Wholesale of textiles,"b'Awnings and sun blinds (wholesale), Piece goods (wholesale), Rope (new) (wholesale), Sacks and bags (wholesale), Sewing thread, etc (wholesale) , Silk yarn and fabrics (wholesale), Tarpaulins (wholesale), Textile converter (wholesale), Textiles (wholesale), Textiles exporter (wholesale), Textiles importer (wholesale), Thread (wholesale), Twine (wholesale), Woollen flock (wholesale), Woollens (wholesale), Oilcloth (wholesale), Needles, etc for sewing (wholesale), Cloth (wholesale), Cloth merchant (wholesale), Clothing textiles (wholesale), Draper (wholesale), Fabrics (wholesale), Flock (wholesale), Haberdashery (wholesale), Hand knitting yarns (wholesale), Hand mending yarns (wholesale), Hessian (wholesale), Household linen (wholesale), Household textiles (wholesale), Linen and linen goods (wholesale), Merchant converter (textiles) (wholesale), Yarn (wholesale)'"
185,464,4649,46491,Wholesale of musical instruments -,"b'Musical instruments (wholesale), Musical instruments exporter (wholesale), Musical instruments importer (wholesale)'"
